DCA.License.Number,License.Type,License.Expiration.Date,License.Status,License.Creation.Date,Industry,Business.Name,Business.Name.2,Address.Building,Address.Street.Name,Secondary.Address.Street.Name,Address.City,Address.State,Address.ZIP,Contact.Phone.Number,Address.Borough,Borough.Code,Community.Board,Council.District,BIN,BBL,NTA,Census.Tract,Detail,Longitude,Latitude,Location,census_code,census_tract
1226398-DCA,Business,12/31/2024,Active,05/09/2006,Tobacco Retail Dealer,"AFRAHIM, MOHAMMED",AFRAHIM NEWSTAND,,MONTAGUE STREET,HENRY STREET,BROOKLYN,NY,11201,718-759-7682,Brooklyn,3.0,302.0,33.0,,,,,,-73.9942986447362,40.6947921445292,"(40.69479214452921, -73.99429864473622)",360470005013000.0,501
2102789-2-DCA,Business,12/31/2024,Active,11/23/2021,Tobacco Retail Dealer,BHAKTI 169 INC,MINI MART,16902,35TH AVE,,FLUSHING,NY,11358,9179817451,Queens,4.0,407.0,19.0,4119795.0,4052970035.0,,,,-73.7966071044881,40.7648976981512,"(40.7648976981512, -73.79660710448813)",360811175001003.0,117500
1412754-DCA,Business,12/31/2024,Active,11/07/2011,Tobacco Retail Dealer,288 SAMS DELI INC.,,288,AVENUE U,,BROOKLYN,NY,11223,718-266-0377,Brooklyn,3.0,315.0,47.0,3192646.0,3071230010.0,BK26,398.0,,-73.9734974819669,40.5969404307365,"(40.59694043073652, -73.9734974819669)",360470398001001.0,39800
2089718-2-DCA,Business,12/31/2024,Active,08/19/2019,Tobacco Retail Dealer,JOY MARKET INC,,3416,UNION ST,,FLUSHING,NY,11354,9297771000,Queens,4.0,407.0,20.0,4112117.0,4049570044.0,QN22,88901.0,,-73.8275695472545,40.7664111488605,"(40.76641114886046, -73.82756954725447)",360810889024002.0,88902
2102941-2-DCA,Business,12/31/2024,Active,12/03/2021,Tobacco Retail Dealer,TROY DELI GOURMET CORP,,73,TROY AVE,,BROOKLYN,NY,11213,7184934002,Brooklyn,3.0,308.0,36.0,3035545.0,3013350001.0,,,,-73.9359138977545,40.6769114669161,"(40.676911466916145, -73.93591389775455)",360470309001003.0,30900
1462156-DCA,Business,12/31/2024,Active,04/15/2013,Tobacco Retail Dealer,G. P. NORTHERN BLVD. SERVICE CENTER INC.,,1193,MYRTLE AVE,,BROOKLYN,NY,11221,516-724-7333,Brooklyn,3.0,304.0,34.0,3072430.0,3031820001.0,BK78,389.0,,-73.9329371823827,40.6972457831763,"(40.69724578317634, -73.93293718238269)",360470389003003.0,38900
2054314-2-DCA,Business,12/31/2024,Active,06/12/2017,Tobacco Retail Dealer,JY GOURMET CORP,APPLE GOURMET,225,BROADWAY,,NEW YORK,NY,10007,212-786-3336,Manhattan,1.0,101.0,1.0,1001241.0,1000880018.0,MN24,21.0,,-74.0082169606923,40.7118699211967,"(40.71186992119673, -74.0082169606923)",360610021002005.0,2100
2049250-2-DCA,Business,12/31/2024,Active,03/07/2017,Tobacco Retail Dealer,OASIS OF HEALTHY SNACKS CORP,CLINTON CONVENIENCE & SMOKE SHOP,200,CLINTON ST,,BROOKLYN,NY,11201,929-253-8178,Brooklyn,3.0,302.0,33.0,3002734.0,3002750001.0,BK09,7.0,,-73.9942954145516,40.6903977693309,"(40.6903977693309, -73.99429541455156)",360470007003002.0,700
2056437-2-DCA,Business,12/31/2024,Active,08/01/2017,Tobacco Retail Dealer,B & B GOURMET MARKET INC.,,790,LEXINGTON AVE,,NEW YORK,NY,10065,212-759-7811,Manhattan,1.0,108.0,4.0,1042014.0,1013960116.0,MN40,11402.0,,-73.9671065669147,40.7637248692165,"(40.763724869216475, -73.96710656691472)",360610114022001.0,11402
2047626-2-DCA,Business,12/31/2024,Active,01/24/2017,Tobacco Retail Dealer,DANISH CONVENIENCE 6 INC,,7826,3RD AVE,,BROOKLYN,NY,11209,718-833-4740,Brooklyn,3.0,310.0,43.0,3150263.0,3059680052.0,BK31,64.0,,-74.0287885215023,40.629051224922,"(40.629051224922016, -74.02878852150226)",360470064002001.0,6400
2101467-2-DCA,Business,12/31/2024,Active,09/13/2021,Tobacco Retail Dealer,RAED FOOD CORP,,158,VAN BUREN ST,,BROOKLYN,NY,11221,347-791-4166,Brooklyn,3.0,303.0,36.0,3050293.0,3017960043.0,,,,-73.9401054433178,40.6904097721344,"(40.690409772134366, -73.94010544331779)",360470279002001.0,27900
1337708-DCA,Business,12/31/2024,Active,11/02/2009,Tobacco Retail Dealer,U & ME GROCERY INC.,,1404,AVENUE U,,BROOKLYN,NY,11229,646-773-5662,Brooklyn,3.0,315.0,48.0,3199521.0,3073470001.0,BK44,580.0,,-73.9571627082935,40.5987415799406,"(40.5987415799406, -73.95716270829351)",360470580002003.0,58000
2089710-2-DCA,Business,12/31/2024,Active,08/19/2019,Tobacco Retail Dealer,SMITH FINEST DELI & GRILL CORP.,,285,SMITH ST,,BROOKLYN,NY,11231,347-578-3052,Brooklyn,3.0,306.0,39.0,3007060.0,3004290009.0,BK33,75.0,,-73.9935353600502,40.6821743949762,"(40.68217439497616, -73.99353536005016)",360470075003002.0,7500
1042804-DCA,Business,12/31/2024,Active,10/03/2000,Tobacco Retail Dealer,"MEAL TICKET FOODS, INC.",,7402,15TH AVE,,BROOKLYN,NY,11228,718-236-6890,Brooklyn,3.0,311.0,43.0,3159473.0,3062120039.0,BK28,188.0,,-74.0025106148026,40.6181524926729,"(40.61815249267291, -74.00251061480265)",360470188001001.0,18800
1454884-DCA,Business,12/31/2024,Active,01/25/2013,Tobacco Retail Dealer,1430 FOOD CORP I,,1430,ROCKAWAY PKWY,,BROOKLYN,NY,11236,718-272-1150,Brooklyn,3.0,318.0,42.0,3229364.0,3081650001.0,BK50,968.0,,-73.9024894208747,40.6452818407373,"(40.64528184073729, -73.90248942087474)",360470968001001.0,96800
1118716-DCA,Business,12/31/2024,Active,08/15/2002,Tobacco Retail Dealer,"ST. MICHAEL GROCERY, CORP.",,936,E 169TH ST,,BRONX,NY,10459,718-271-6620,Bronx,2.0,202.0,17.0,2005693.0,2027180075.0,BX35,125.0,,-73.8931862840767,40.8269268833415,"(40.82692688334152, -73.89318628407666)",360050125001007.0,12500
1409612-DCA,Business,12/31/2024,Active,10/05/2011,Tobacco Retail Dealer,K & P ASTORIA INC,K & P DELI & GROCERY,3501,34TH ST,,ASTORIA,NY,11106,718-472-0150,Queens,4.0,401.0,26.0,4009584.0,4006380019.0,QN70,57.0,,-73.9262790421188,40.756767263941,"(40.756767263940986, -73.9262790421188)",360810057003001.0,5700
2029912-2-DCA,Business,12/31/2024,Active,10/28/2015,Tobacco Retail Dealer,SPEEDWAY LLC,SPEEDWAY #07813,914,CONEY ISLAND AVE,,BROOKLYN,NY,11230,9378636473,Brooklyn,3.0,314.0,40.0,3127752.0,3054180027.0,BK42,482.0,,-73.9676059136845,40.6351217377633,"(40.63512173776334, -73.9676059136845)",360470482004000.0,48200
1095060-DCA,Business,12/31/2024,Active,10/17/2001,Tobacco Retail Dealer,"A TO Z GROCERY, INC.",,1704,UTOPIA PKWY,,WHITESTONE,NY,11357,718-224-3724,Queens,4.0,407.0,19.0,4128775.0,4057410034.0,QN47,1017.0,,-73.7944162706428,40.7823037316,"(40.78230373159998, -73.79441627064284)",360811017006008.0,101700
2019078-2-DCA,Business,12/31/2024,Active,03/05/2015,Tobacco Retail Dealer,QUEENS BLVD PETROLEUM LLC,,3105,QUEENS BLVD,,LONG ISLAND CITY,NY,11101,914-699-9500,Queens,4.0,402.0,26.0,4003527.0,4002760035.0,QN31,179.0,,-73.9342307496403,40.7458809184983,"(40.74588091849831, -73.93423074964032)",360810179021008.0,17902
2101020-2-DCA,Business,12/31/2024,Active,08/23/2021,Tobacco Retail Dealer,SHIV OM DELI INC,,2103,45TH AVE,,LONG ISLAND CITY,NY,11101,6464795856,Queens,4.0,402.0,26.0,4000625.0,4000780001.0,,,,-73.9472578861402,40.7473011666174,"(40.74730116661744, -73.94725788614025)",360810007022000.0,702
1447337-DCA,Business,12/31/2023,Active,10/09/2012,Tobacco Retail Dealer,INKONAV CORP.,,64,AVENUE A,,NEW YORK,NY,10009,646-272-9655,Manhattan,1.0,103.0,2.0,1005010.0,1004000001.0,MN22,32.0,,-73.9846308591807,40.7245307655467,"(40.724530765546696, -73.98463085918073)",360610032006001.0,3200
2029904-2-DCA,Business,12/31/2024,Active,10/28/2015,Tobacco Retail Dealer,SPEEDWAY LLC,SPEEDWAY #07808,7733,QUEENS BLVD,,ELMHURST,NY,11373,9378636473,Queens,4.0,404.0,25.0,4038411.0,4015360101.0,QN50,485.0,,-73.8861796245354,40.7384436024726,"(40.738443602472586, -73.88617962453543)",360810479002001.0,47900
1465600-DCA,Business,12/31/2024,Active,05/23/2013,Tobacco Retail Dealer,"CRITICS CHOICE DELI NY, INC.",MET FOOD,8210,5TH AVE,,BROOKLYN,NY,11209,646-957-4557,Brooklyn,3.0,310.0,43.0,3328851.0,3060080041.0,BK31,138.0,,-74.0248274248393,40.6241609326659,"(40.62416093266585, -74.02482742483934)",360470138002000.0,13800
1064898-DCA,Business,12/31/2024,Active,10/23/2000,Tobacco Retail Dealer,"TIRTH CARDS & GIFTS, INC.",,7520,ASTORIA BLVD,,FLUSHING,NY,11370,718-898-5852,Queens,4.0,403.0,22.0,4022646.0,4010270050.0,QN28,30904.0,,-73.8923819366827,40.765724135228,"(40.765724135228, -73.89238193668268)",360810309041015.0,30904
2026561-2-DCA,Business,12/31/2024,Active,08/04/2015,Tobacco Retail Dealer,ALI GOURMET DELI & GROCERY CORP,,607,BRISTOL ST,,BROOKLYN,NY,11212,718-484-3238,Brooklyn,3.0,316.0,42.0,3338529.0,3036240006.0,BK81,916.0,,-73.9092310595534,40.6562472823939,"(40.656247282393856, -73.90923105955345)",360470916004003.0,91600
2089677-2-DCA,Business,12/31/2024,Active,08/16/2019,Tobacco Retail Dealer,MUKTI 315 PETROLEUM INC,,24115,HILLSIDE AVE,,BELLEROSE,NY,11426,7187495864,Queens,4.0,413.0,23.0,4165799.0,4079090001.0,QN43,157102.0,,-73.7251462390037,40.7337253393694,"(40.73372533936942, -73.72514623900375)",360811571022007.0,157102
2029914-2-DCA,Business,12/31/2024,Active,10/28/2015,Tobacco Retail Dealer,SPEEDWAY LLC,SPEEDWAY #07597,2488,HYLAN BLVD,,STATEN ISLAND,NY,10306,9378636473,Staten Island,5.0,502.0,50.0,5055331.0,5039000012.0,SI45,11202.0,,-74.1095211197618,40.5706921462647,"(40.57069214626468, -74.10952111976175)",360850112031020.0,11203
1383598-DCA,Business,12/31/2024,Active,02/28/2011,Tobacco Retail Dealer,MENDEZ DELI GROCERY CORP.,,5424,3RD AVE,,BROOKLYN,NY,11220,718-439-1913,Brooklyn,3.0,307.0,38.0,3014505.0,3008210047.0,BK32,22.0,,-74.0173039266326,40.6450748480229,"(40.645074848022865, -74.0173039266326)",360470022001007.0,2200
2060615-2-DCA,Business,12/31/2024,Active,11/13/2017,Tobacco Retail Dealer,FATIMA FOOD MART INC,,2137,21ST AVE,,ASTORIA,NY,11105,347-727-7407,Queens,4.0,401.0,22.0,4448411.0,4008820001.0,QN72,105.0,,-73.9138299403719,40.7817577276175,"(40.781757727617524, -73.91382994037191)",360810105003000.0,10500
2001641-2-DCA,Business,12/31/2024,Active,12/16/2013,Tobacco Retail Dealer,HIRN INC.,JELLY BEAN,25609,UNION TPKE,,GLEN OAKS,NY,11004,718-343-3034,Queens,4.0,413.0,23.0,4440956.0,4085130002.0,QN44,155102.0,,-73.7142623070314,40.745811500773,"(40.74581150077298, -73.71426230703145)",360811579021007.0,157902
2029944-2-DCA,Business,12/31/2024,Active,10/29/2015,Tobacco Retail Dealer,SPEEDWAY LLC,SPEEDWAY #07832,21928,HILLSIDE AVE,,QUEENS VILLAGE,NY,11427,9378636473,Queens,4.0,413.0,23.0,4228871.0,4106800001.0,QN34,552.0,,-73.7444000004273,40.7299873966047,"(40.729987396604656, -73.74440000042728)",360810552001006.0,55200
2051284-2-DCA,Business,12/31/2024,Active,04/17/2017,Tobacco Retail Dealer,3014 RAYYAN CORP,SUNRISE GOURMET GRILL,3014,RICHMOND RD,,STATEN ISLAND,NY,10306,718-681-1158,Staten Island,5.0,503.0,50.0,5107629.0,5043020093.0,SI25,138.0,,-74.1223292342761,40.5752712829453,"(40.57527128294534, -74.12232923427611)",360850138005000.0,13800
1304292-DCA,Business,12/31/2024,Active,11/14/2008,Tobacco Retail Dealer,SHANVI CONVENIENCE AND GROCERY INC,B & B STATIONERY,11109,QUEENS BLVD,,FOREST HILLS,NY,11375,718-896-4475,Queens,4.0,406.0,29.0,4307915.0,4022397501.0,QN17,75701.0,,-73.8385073790268,40.7190305682779,"(40.7190305682779, -73.83850737902678)",360810757012003.0,75701
2098392-2-DCA,Business,12/31/2024,Active,04/19/2021,Tobacco Retail Dealer,JAY SHRI RAM NEWS INC,,1109,154TH ST,,WHITESTONE,NY,11357,,Queens,4.0,407.0,19.0,4103386.0,4045470036.0,,,,-73.8072390371262,40.7921465698122,"(40.79214656981219, -73.80723903712618)",360810987002000.0,98700
1138648-DCA,Business,12/31/2024,Active,05/07/2003,Tobacco Retail Dealer,"AVE K MINI MART, INC.",,1452,CONEY ISLAND AVE,,BROOKLYN,NY,11230,718-951-0037,Brooklyn,3.0,312.0,44.0,3171510.0,3065360010.0,BK46,454.0,,-73.9646369016408,40.6218717636118,"(40.6218717636118, -73.96463690164076)",360470454001000.0,45400
1326022-DCA,Business,12/31/2024,Active,07/15/2009,Tobacco Retail Dealer,4 STAR VEGETABLE & FOOD CORP.,,8778,SUTPHIN BLVD,,JAMAICA,NY,11435,718-657-7123,Queens,4.0,412.0,24.0,4207060.0,4096900014.0,QN61,238.0,,-73.8094022960825,40.7051057694377,"(40.70510576943765, -73.80940229608251)",360810238002002.0,23800
2029961-2-DCA,Business,12/31/2024,Active,10/29/2015,Tobacco Retail Dealer,SPEEDWAY LLC,SPEEDWAY #07820,2211,BEDFORD AVE,,BROOKLYN,NY,11226,9378636473,Brooklyn,3.0,317.0,40.0,3117234.0,3051040001.0,BK95,794.0,,-73.9557964043411,40.6500082657244,"(40.65000826572438, -73.95579640434114)",360470794001002.0,79400
2031309-2-DCA,Business,12/31/2024,Active,12/14/2015,Tobacco Retail Dealer,2071 CLOVE DELI CORP,,2071,CLOVE RD,,STATEN ISLAND,NY,10304,7187208380,Staten Island,5.0,502.0,50.0,5112655.0,5029210006.0,SI14,50.0,,-74.0836573808332,40.6039616791697,"(40.6039616791697, -74.0836573808332)",360850050003004.0,5000
2047498-2-DCA,Business,12/31/2024,Active,01/19/2017,Tobacco Retail Dealer,VEER KRUPA GROCERY CORP.,,1806,KINGS HWY,,BROOKLYN,NY,11229,914-574-1385,Brooklyn,3.0,315.0,48.0,3182496.0,3067810066.0,BK44,552.0,,-73.9554159176496,40.609997326173,"(40.60999732617304, -73.95541591764957)",360470552001001.0,55200
2061409-2-DCA,Business,12/31/2024,Active,11/22/2017,Tobacco Retail Dealer,HARUN U RASHID,,N/E/C,WEST   23 STREET,8 AVENUE,NEW YORK,NY,10011,917-600-1910,Manhattan,1.0,104.0,3.0,,,,,,-73.998487869284,40.7452930969359,"(40.74529309693587, -73.998487869284)",360610093002001.0,9300
2098391-2-DCA,Business,12/31/2024,Active,04/19/2021,Tobacco Retail Dealer,J & E DYNAMIC STORE INC.,LUCKY CONVENIENCE STORE,14714,JAMAICA AVE,,JAMAICA,NY,11435,917-716-7601,Queens,4.0,412.0,27.0,4448832.0,4099940061.0,,,,-73.8074318643372,40.7017593578546,"(40.70175935785462, -73.80743186433725)",360810212001003.0,21200
1454525-DCA,Business,12/31/2024,Active,01/23/2013,Tobacco Retail Dealer,"SHAYONA DELI & GROCERY, INC.",,7342,68TH AVE,,MIDDLE VLG,NY,11379,718-416-0241,Queens,4.0,405.0,30.0,4091815.0,4037840026.0,QN21,619.0,,-73.8786200930172,40.7105189283985,"(40.71051892839852, -73.87862009301725)",360810619001002.0,61900
2051116-2-DCA,Business,12/31/2024,Active,04/12/2017,Tobacco Retail Dealer,WHITESTONE ENTERPRISES 1 INC,,11701,SPRINGFIELD BLVD,,CAMBRIA HEIGHTS,NY,11411,516-450-1953,Queens,4.0,413.0,27.0,4274304.0,4127340008.0,QN33,608.0,,-73.7436211651592,40.6960932034455,"(40.69609320344547, -73.74362116515917)",360810608001004.0,60800
1462884-DCA,Business,12/31/2024,Active,04/18/2013,Tobacco Retail Dealer,LEFRAK CITY NEWSSTAND INC.,,5917,JUNCTION BLVD,,ELMHURST,NY,11373,8625719010,Queens,4.0,404.0,21.0,4047310.0,4019180001.0,QN25,455.0,,-73.8647743589358,40.7346052466141,"(40.73460524661411, -73.86477435893579)",360810455006000.0,45500
1274014-DCA,Business,12/31/2024,Active,12/10/2007,Tobacco Retail Dealer,KRISHNA NEWS INC.,,10513,CROSSBAY BLVD,,OZONE PARK,NY,11417,7186416637,Queens,4.0,410.0,32.0,4457277.0,4091630056.0,QN56,86.0,,-73.8444539027127,40.6797940228529,"(40.67979402285285, -73.84445390271266)",360810086001012.0,8600
1041680-DCA,Business,12/31/2024,Active,10/05/2000,Tobacco Retail Dealer,OUTFLATION DISCOUNT CORP.,,7315,15TH AVE,,BROOKLYN,NY,11228,718-232-7871,Brooklyn,3.0,311.0,43.0,3158931.0,3062020004.0,BK28,188.0,,-74.0019559170858,40.6186602900223,"(40.61866029002234, -74.00195591708577)",360470188001003.0,18800
1464634-DCA,Business,12/31/2024,Active,05/15/2013,Tobacco Retail Dealer,1624 FRUIT GARDEN DELI CORP.,,1624,SHEEPSHEAD BAY RD,,BROOKLYN,NY,11235,718-332-0880,Brooklyn,3.0,315.0,48.0,3204918.0,3074590027.0,BK17,606.0,,-73.9525583551927,40.5867696999281,"(40.58676969992814, -73.95255835519272)",360470606001001.0,60600
2085396-2-DCA,Business,12/31/2024,Active,05/02/2019,Tobacco Retail Dealer,SHREEKRUSHNASHARAN CORP.,VARICK ICONIC NEWS,206,VARICK ST,,NEW YORK,NY,10014,6462519819,Manhattan,1.0,102.0,3.0,1008387.0,1005280021.0,MN23,67.0,,-74.0052965469663,40.7286405702214,"(40.72864057022142, -74.00529654696629)",360610067002003.0,6700
2029860-2-DCA,Business,12/31/2024,Active,10/27/2015,Tobacco Retail Dealer,245 BROADWAY MARKET CORP,,6029,BROADWAY,,BRONX,NY,10471,347-272-8603,Bronx,2.0,208.0,11.0,2084219.0,2058021302.0,BX22,351.0,,-73.8972595482443,40.8917796433988,"(40.89177964339883, -73.89725954824425)",360050435031010.0,43503
1099064-DCA,Business,12/31/2024,Active,12/26/2001,Tobacco Retail Dealer,L M GROCERY CORP.,,2643,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10030,212-690-3600,Manhattan,1.0,110.0,9.0,1060745.0,1020430011.0,MN03,259.0,,-73.9437676870295,40.8203231707199,"(40.820323170719924, -73.94376768702949)",360610259002003.0,25900
1328366-DCA,Business,12/31/2024,Active,08/06/2009,Tobacco Retail Dealer,RALPH AVE GAS AND STORE INC.,,2317,RALPH AVE,,BROOKLYN,NY,11234,917-885-4377,Brooklyn,3.0,318.0,46.0,3235940.0,3083640034.0,BK45,69602.0,,-73.9174518181959,40.6214303572386,"(40.62143035723864, -73.91745181819587)",360470696022006.0,69602
2029924-2-DCA,Business,12/31/2024,Active,10/28/2015,Tobacco Retail Dealer,SPEEDWAY LLC,SPEEDWAY #07878,15904,CROSSBAY BLVD,,HOWARD BEACH,NY,11414,9378636473,Queens,4.0,410.0,32.0,4293390.0,4140130064.0,QN57,892.0,,-73.8398027575921,40.6588751524093,"(40.65887515240925, -73.83980275759208)",360810892012017.0,89201
2000782-2-DCA,Business,12/31/2024,Active,11/18/2013,Tobacco Retail Dealer,EL PUTNAM GROCERY CORP,,1078,PUTNAM AVE,,BROOKLYN,NY,11221,347-430-2490,Brooklyn,3.0,303.0,41.0,3039820.0,3014860027.0,BK35,375.0,,-73.9192160997247,40.687569889744,"(40.68756988974404, -73.9192160997247)",360470375003000.0,37500
2002166-2-DCA,Business,12/31/2024,Active,01/03/2014,Tobacco Retail Dealer,BANGLA BAZAR FISH MARKET INC,,4410,43RD AVE,,SUNNYSIDE,NY,11104,718-729-3744,Queens,4.0,402.0,26.0,4001913.0,4001610020.0,QN31,183.0,,-73.919998059073,40.7450841684535,"(40.745084168453516, -73.91999805907305)",360810183004000.0,18300
1458906-DCA,Business,12/31/2024,Active,03/04/2013,Tobacco Retail Dealer,4192 AKRAM DELI & GROCERY CORP.,,4192,WHITE PLAINS RD,,BRONX,NY,10466,718-882-0226,Bronx,2.0,212.0,12.0,2063709.0,2048460042.0,BX44,422.0,,-73.8574674175873,40.8932030306849,"(40.893203030684944, -73.85746741758729)",360050422001003.0,42200
2063253-2-DCA,Business,12/31/2024,Active,12/13/2017,Tobacco Retail Dealer,SALAM DELI INC,,939,MORRIS PARK AVE,,BRONX,NY,10462,347-515-9273,Bronx,2.0,211.0,13.0,2045316.0,2041240035.0,BX37,244.0,,-73.8580754329509,40.8472904747041,"(40.84729047470408, -73.8580754329509)",360050244001001.0,24400
1044418-DCA,Business,12/31/2024,Active,07/05/2013,Tobacco Retail Dealer,BLEECKER FARM CORP.,,272,BLEECKER ST,,NEW YORK,NY,10014,212-229-1587,Manhattan,1.0,102.0,3.0,1009950.0,1005870026.0,MN23,67.0,,-74.0031715700281,40.731503428203,"(40.73150342820299, -74.00317157002814)",360610067003000.0,6700
2058448-2-DCA,Business,12/31/2024,Active,09/20/2017,Tobacco Retail Dealer,QUICK DELI & GRILL CORP,,432,KINGS HWY,,BROOKLYN,NY,11223,718-645-3462,Brooklyn,3.0,311.0,44.0,3178384.0,3066780119.0,BK29,412.0,,-73.9741715636803,40.6043981985165,"(40.604398198516506, -73.9741715636803)",360470412002002.0,41200
2054922-2-DCA,Business,12/31/2024,Active,06/23/2017,Tobacco Retail Dealer,MAYIMBE GROCERY CORP,,200,STANTON ST,,NEW YORK,NY,10002,646-781-9334,Manhattan,1.0,103.0,2.0,1004146.0,1003450029.0,MN28,2201.0,,-73.9828750985277,40.719751893459,"(40.719751893459026, -73.9828750985277)",360610022011001.0,2201
2029482-2-DCA,Business,12/31/2024,Active,10/14/2015,Tobacco Retail Dealer,FREDDIE CORP,,454,CASTLETON AVE,,STATEN ISLAND,NY,10301,7186129916,Staten Island,5.0,501.0,49.0,5003129.0,5001300010.0,SI35,67.0,,-74.0975481266789,40.6339924968232,"(40.63399249682324, -74.0975481266789)",360850067003000.0,6700
2029938-2-DCA,Business,12/31/2024,Active,10/29/2015,Tobacco Retail Dealer,SPEEDWAY LLC,SPEEDWAY #07837,530,UTICA AVE,,BROOKLYN,NY,11203,9378636473,Brooklyn,3.0,309.0,41.0,3099595.0,3046030005.0,BK60,878.0,,-73.9313019801188,40.6602480043315,"(40.66024800433147, -73.93130198011885)",360470878002000.0,87800
1334002-DCA,Business,12/31/2024,Active,09/24/2009,Tobacco Retail Dealer,I & Y NEWS AND CANDY INC.,,7419A,ROOSEVELT AVE,,JACKSON HEIGHTS,NY,11372,718-335-7136,Queens,4.0,403.0,25.0,4029839.0,4012850071.0,QN28,289.0,,-73.8911744924373,40.746880310914,"(40.74688031091398, -73.89117449243727)",360810289003005.0,28900
2031673-2-DCA,Business,12/31/2024,Active,12/24/2015,Tobacco Retail Dealer,TAG DELI GROCERY STORE CORP.,,1905,WILLIAMSBRIDGE RD,,BRONX,NY,10461,-8630,Bronx,2.0,211.0,13.0,2048554.0,2042730034.0,BX49,250.0,,-73.8531769794305,40.8526035880873,"(40.85260358808732, -73.85317697943054)",360050250001000.0,25000
1047030-DCA,Business,12/31/2024,Active,10/19/2000,Tobacco Retail Dealer,GLOBAL NEWS INC.,,22,8TH AVE,,NEW YORK,NY,10014,212-645-1197,Manhattan,1.0,102.0,3.0,1011446.0,1006250051.0,MN23,77.0,,-74.0047235118124,40.7376296651726,"(40.737629665172555, -74.00472351181236)",360610077004000.0,7700
2029908-2-DCA,Business,12/31/2024,Active,10/28/2015,Tobacco Retail Dealer,SPEEDWAY LLC,speedway #07811,126,BRUCKNER BLVD,,BRONX,NY,10454,9378636473,Bronx,2.0,201.0,8.0,2000002.0,2022600004.0,BX39,19.0,,-73.9211118431691,40.8041434798618,"(40.8041434798618, -73.9211118431691)",360050019021042.0,1902
1334132-DCA,Business,12/31/2024,Active,09/24/2009,Tobacco Retail Dealer,"NEW HAPPY DELI & GROCERY, INC.",,3202,36TH AVE,,ASTORIA,NY,11106,646-417-4257,Queens,4.0,401.0,26.0,4007942.0,4006010032.0,QN68,55.0,,-73.9288280349508,40.7561430648983,"(40.756143064898325, -73.92882803495084)",360810055001000.0,5500
1339450-DCA,Business,12/31/2024,Active,11/23/2009,Tobacco Retail Dealer,SUI LAM KUNG INC.,,280,KINGS HWY,,BROOKLYN,NY,11223,718-307-3201,Brooklyn,3.0,311.0,47.0,3176752.0,3066490019.0,BK29,426.0,,-73.9802971223747,40.6051844235695,"(40.60518442356947, -73.98029712237468)",360470426002006.0,42600
1380662-DCA,Business,12/31/2024,Active,01/13/2011,Tobacco Retail Dealer,9402 GAS STATION INC,,9402,111TH ST,,S RICHMOND HL,NY,11419,917-254-5986,Queens,4.0,409.0,28.0,4197431.0,4093960008.0,QN54,118.0,,-73.8346824368731,40.6918025178751,"(40.69180251787512, -73.8346824368731)",360810118002000.0,11800
2101019-2-DCA,Business,12/31/2024,Active,08/23/2021,Tobacco Retail Dealer,ORGANIC DELI FOOD MART INC,,2317,VOORHIES AVE,,BROOKLYN,NY,11235,7187697839,Brooklyn,3.0,315.0,48.0,3205161.0,3074680055.0,,,,-73.945707030963,40.5866239371278,"(40.58662393712785, -73.94570703096302)",360470600003001.0,60000
2029911-2-DCA,Business,12/31/2024,Active,10/28/2015,Tobacco Retail Dealer,SPEEDWAY LLC,SPEEDWAY #07807,11708,SPRINGFIELD BLVD,,CAMBRIA HEIGHTS,NY,11411,9378636473,Queens,4.0,413.0,27.0,4272280.0,4126370050.0,QN08,384.0,,-73.7436975078796,40.6959341762743,"(40.695934176274314, -73.74369750787963)",360810384001000.0,38400
2019987-2-DCA,Business,12/31/2024,Active,03/25/2015,Tobacco Retail Dealer,EAST TREMONT DELI GROCERY 1 INC.,,660,E TREMONT AVE,,BRONX,NY,10457,718-901-3312,Bronx,2.0,206.0,17.0,2009898.0,2029460030.0,BX17,36901.0,,-73.8919740549456,40.8458176111592,"(40.845817611159205, -73.89197405494565)",360050369012001.0,36901
1274166-DCA,Business,12/31/2024,Active,12/12/2007,Tobacco Retail Dealer,6122 4TH AVE FOOD CORP.,,6122,4TH AVE,,BROOKLYN,NY,11220,347-987-3360,Brooklyn,3.0,307.0,38.0,3143698.0,3057900045.0,BK32,72.0,,-74.019212339823,40.6400982494004,"(40.640098249400424, -74.01921233982297)",360470072001004.0,7200
2064484-2-DCA,Business,12/31/2024,Active,01/05/2018,Tobacco Retail Dealer,MYRTLE & GROVE GAS INC,,1525,MYRTLE AVE,,BROOKLYN,NY,11237,347-272-8646,Brooklyn,3.0,304.0,37.0,3076175.0,3033280008.0,BK77,441.0,,-73.9142864187038,40.6992398300489,"(40.69923983004887, -73.91428641870384)",360470441001002.0,44100
2026882-2-DCA,Business,12/31/2024,Active,08/11/2015,Tobacco Retail Dealer,BIG APPLE FOOD MARKET CORP,,219,E BROADWAY,,NEW YORK,NY,10002,347-744-8420,Manhattan,1.0,103.0,1.0,1003695.0,1002850016.0,MN28,6.0,,-73.9873494615943,40.7142876543985,"(40.71428765439849, -73.98734946159433)",360610006003000.0,600
