,DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location,year,age
4040,2027937-2-DCA,Business,12/31/2024,Active,09/02/2015,Tobacco Retail Dealer,NEW TRUE BLUE DELI GROCERY CORP.,,2741,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10039,212-281-6100,Manhattan,1.0,110.0,9.0,1060810.0,1020450029.0,MN03,259.0,,-73.9413693919517,40.82360740339258,"(40.82360740339258, -73.9413693919517)",2015,9
4041,1224286-DCA,Business,12/31/2024,Active,04/19/2006,Tobacco Retail Dealer,OASIS FOOD MART CORP.,,616,4TH AVE,,BROOKLYN,NY,11215,718-499-3352,Brooklyn,3.0,307.0,38.0,3008952.0,3006300034.0,BK37,143.0,,-73.99356588428232,40.66475879693122,"(40.66475879693122, -73.99356588428232)",2006,18
4042,2064060-2-DCA,Business,12/31/2024,Active,12/28/2017,Tobacco Retail Dealer,1925 CHURCH AVE LLC,,1925,CHURCH AVE,,BROOKLYN,NY,11226,718-826-3586,Brooklyn,3.0,314.0,40.0,3116543.0,3050800073.0,BK42,50801.0,,-73.96181113114646,40.649889649714986,"(40.649889649714986, -73.96181113114646)",2017,7
4043,1157082-DCA,Business,12/31/2024,Active,12/09/2003,Tobacco Retail Dealer,BEN ELHASEL DELI L.L.C.,BEN'S DELI,32,AVENUE B,,NEW YORK,NY,10009,212-228-1406,Manhattan,1.0,103.0,2.0,1004973.0,1003980031.0,MN22,3002.0,,-73.98311972031946,40.722474730273326,"(40.722474730273326, -73.98311972031946)",2003,21
4044,2058028-2-DCA,Business,12/31/2024,Active,09/11/2017,Tobacco Retail Dealer,ZK 10504 CORPORATION,7-ELEVEN STORE #37066A,10504,FLATLANDS AVE,,BROOKLYN,NY,11236,9173197519,Brooklyn,3.0,318.0,46.0,3230594.0,3082130039.0,BK50,984.0,,-73.89455085338882,40.64760241411984,"(40.64760241411984, -73.89455085338882)",2017,7
4045,2109994-1-DCA,Business,12/31/2023,Active,11/28/2022,Tobacco Retail Dealer,BUSHWICK DELI INC. V,,1449,MYRTLE AVE,,BROOKLYN,NY,11237,7183864560,Brooklyn,3.0,304.0,37.0,3326381.0,3033000001.0,,,,-73.91794379070257,40.69885822813454,"(40.69885822813454, -73.91794379070257)",2022,2
4046,2101723-2-DCA,Business,12/31/2024,Active,09/23/2021,Tobacco Retail Dealer,ARGENIS DELI GROCERY INC,,9501,SUTPHIN BLVD,,JAMAICA,NY,11435,7182064203,Queens,4.0,412.0,28.0,4214500.0,4100270001.0,,,,-73.80634569023228,40.69824148124955,"(40.69824148124955, -73.80634569023228)",2021,3
4047,2002704-2-DCA,Business,12/31/2024,Active,01/17/2014,Tobacco Retail Dealer,PAGE BAGELS AND DELI INC,,289,PAGE AVE,,STATEN ISLAND,NY,10307,718-948-1414,Staten Island,5.0,503.0,51.0,5088663.0,5080080059.0,SI11,248.0,,-74.2334247498658,40.51678830358965,"(40.51678830358965, -74.2334247498658)",2014,10
4048,2001874-2-DCA,Business,12/31/2024,Active,12/23/2013,Tobacco Retail Dealer,NABIA CORP.,,6414,WOODSIDE AVE,,WOODSIDE,NY,11377,7182556488,Queens,4.0,402.0,26.0,4031661.0,4013410044.0,QN63,247.0,,-73.90070292654539,40.74399320706532,"(40.743993207065316, -73.90070292654539)",2013,11
4049,2056185-2-DCA,Business,12/31/2024,Active,07/25/2017,Tobacco Retail Dealer,901 BURKE DELI & GROCERY LLC.,H & M DELI AND GROCERY,901,BURKE AVE,,BRONX,NY,10469,718-231-1393,Bronx,2.0,212.0,12.0,2056480.0,2046080009.0,BX44,370.0,,-73.86122765491643,40.87134065347679,"(40.871340653476786, -73.86122765491643)",2017,7
4050,2024949-2-DCA,Business,12/31/2024,Active,06/26/2015,Tobacco Retail Dealer,PLAZA NEWS INC,,1,NEW YORK PLZ,,NEW YORK,NY,10004,5166330876,Manhattan,1.0,101.0,1.0,1000005.0,1000047501.0,MN25,9.0,,-74.0125761840975,40.70257575731653,"(40.702575757316524, -74.0125761840975)",2015,9
4051,2058090-2-DCA,Business,12/31/2024,Active,09/12/2017,Tobacco Retail Dealer,EVOLUTION GOURMET DELI CORP,,923,PROSPECT AVE,,BRONX,NY,10459,917-688-1211,Bronx,2.0,203.0,17.0,2005012.0,2026770070.0,BX35,133.0,,-73.9007711588972,40.82175437676652,"(40.82175437676652, -73.9007711588972)",2017,7
4052,2110009-1-DCA,Business,12/31/2023,Active,11/29/2022,Tobacco Retail Dealer,JANAVI INC,,3943,48TH AVE,,SUNNYSIDE,NY,11104,7184339996,Queens,4.0,402.0,26.0,4002675.0,4001990003.0,,,,-73.9256696499187,40.74004037019471,"(40.74004037019471, -73.9256696499187)",2022,2
4053,1454966-DCA,Business,12/31/2024,Active,01/25/2013,Tobacco Retail Dealer,CYPRESS MINIMARKET CORP,,1091,CYPRESS AVE,,RIDGEWOOD,NY,11385,9175675390,Queens,4.0,405.0,34.0,4086049.0,4035670001.0,QN20,557.0,,-73.90010300659168,40.6964259845171,"(40.6964259845171, -73.90010300659168)",2013,11
4054,2091869-2-DCA,Business,12/31/2024,Active,10/30/2019,Tobacco Retail Dealer,FLATBUSH SMOKE & BEER INC,,377,FLATBUSH AVE,,BROOKLYN,NY,11238,718-230-3571,Brooklyn,3.0,308.0,35.0,3331280.0,3011640001.0,,,,-73.97198411771943,40.6765443801799,"(40.6765443801799, -73.97198411771943)",2019,5
4055,1453450-DCA,Business,12/31/2024,Active,01/09/2013,Tobacco Retail Dealer,ROYAL DELI GROCERY CORP I,,780,METROPOLITAN AVE,,BROOKLYN,NY,11211,718-388-2730,Brooklyn,3.0,301.0,34.0,3068896.0,3027650020.0,BK90,497.0,,-73.94314622149464,40.71463936398857,"(40.71463936398857, -73.94314622149464)",2013,11
4056,2098855-2-DCA,Business,12/31/2024,Active,05/21/2021,Tobacco Retail Dealer,DOLO DELI & GROCERY LLC,,13207A,14TH AVE,,COLLEGE POINT,NY,11356,7187670300,Queens,4.0,407.0,19.0,4308413.0,4040120045.0,,,,-73.83599342076099,40.78627891051694,"(40.78627891051694, -73.83599342076099)",2021,3
4057,1453274-DCA,Business,12/31/2024,Active,01/04/2013,Tobacco Retail Dealer,"SHAIKH, ALTAF L",,S/E/C,WEST   97 STREET,COLUMBUS AVENUE,NEW YORK,NY,10025,347-274-4945,Manhattan,1.0,107.0,7.0,,,,,,-73.96701598496212,40.79355738131325,"(40.79355738131325, -73.96701598496212)",2013,11
4058,1047954-DCA,Business,12/31/2024,Active,10/23/2000,Tobacco Retail Dealer,"NAVARRO, JOSE L",VEGANO DELI AND GROCERY,945,4TH AVE,,BROOKLYN,NY,11232,718-369-3020,Brooklyn,3.0,307.0,38.0,3010333.0,3006970008.0,BK32,84.0,,-74.00458785724956,40.654136587077936,"(40.654136587077936, -74.00458785724956)",2000,24
4059,2031588-2-DCA,Business,12/31/2024,Active,12/22/2015,Tobacco Retail Dealer,NASSAU GIFT SHOP INC,,65,NASSAU ST,,NEW YORK,NY,10038,212-964-6462,Manhattan,1.0,101.0,1.0,1001106.0,1000657501.0,MN25,1502.0,,-74.00860980849839,40.7093502004568,"(40.7093502004568, -74.00860980849839)",2015,9
4060,2056904-2-DCA,Business,12/31/2024,Active,08/10/2017,Tobacco Retail Dealer,"KINGS VALLEY FRUIT, INC.",,1624,KINGS HWY,,BROOKLYN,NY,11229,718-627-9096,Brooklyn,3.0,315.0,48.0,3182452.0,3067790028.0,BK44,552.0,,-73.95710914256475,40.60925413101482,"(40.60925413101482, -73.95710914256475)",2017,7
4061,2060922-2-DCA,Business,12/31/2024,Active,11/16/2017,Tobacco Retail Dealer,947 DELI GROCERY CORP,,947,E 163RD ST,,BRONX,NY,10459,347-607-6832,Bronx,2.0,202.0,17.0,2005463.0,2027030053.0,BX33,87.0,,-73.89611872280302,40.82100097091077,"(40.82100097091077, -73.89611872280302)",2017,7
4062,1460974-DCA,Business,12/31/2024,Active,03/28/2013,Tobacco Retail Dealer,MR ALEX & SAM EXPRESS CORP,,375A,AVENUE OF THE AMERICAS,,NEW YORK,NY,10014,212-989-6350,Manhattan,1.0,102.0,3.0,1010249.0,1005920066.0,MN23,71.0,,-74.00025979188615,40.73267822655468,"(40.732678226554675, -74.00025979188615)",2013,11
4063,1405226-DCA,Business,12/31/2024,Active,08/25/2011,Tobacco Retail Dealer,ALYAMANI 99 CENTS PLUS INC.,BROOKLYN TWO 99 CENTS,1703,BROADWAY,,BROOKLYN,NY,11207,646-420-9163,Brooklyn,3.0,304.0,37.0,3397959.0,3034320004.0,BK78,403.0,,-73.91190863332794,40.68374105948765,"(40.68374105948765, -73.91190863332794)",2011,13
4064,1068988-DCA,Business,12/31/2024,Active,01/02/2001,Tobacco Retail Dealer,BUSY BEE FOOD EXCHANGE LLC,,185,NASSAU AVE,,BROOKLYN,NY,11222,718-389-2188,Brooklyn,3.0,301.0,33.0,3066388.0,3026530037.0,BK76,571.0,,-73.94572741661459,40.72545496270333,"(40.72545496270333, -73.94572741661459)",2001,23
4065,2098380-2-DCA,Business,12/31/2024,Active,04/19/2021,Tobacco Retail Dealer,QUICK CONVENIENCE MART INC,MOBIL MART,1945,BARTOW AVE,,BRONX,NY,10469,347-346-7450,Bronx,2.0,212.0,12.0,2062770.0,2048000029.0,,,,-73.83371977885345,40.86814789038532,"(40.86814789038532, -73.83371977885345)",2021,3
4066,2049731-2-DCA,Business,12/31/2024,Active,03/20/2017,Tobacco Retail Dealer,LINDENWOOD FUEL INC,,9102,S CONDUIT AVE,,HOWARD BEACH,NY,11414,718-845-0053,Queens,4.0,410.0,32.0,4442266.0,4114210100.0,QN57,6201.0,,-73.84273926173651,40.668450262918526,"(40.668450262918526, -73.84273926173651)",2017,7
4067,2091956-2-DCA,Business,12/31/2024,Active,11/01/2019,Tobacco Retail Dealer,PRINCE FOOD MARKET INC,,59,4TH AVE,,NEW YORK,NY,10003,212-228-9600,Manhattan,1.0,103.0,2.0,1008955.0,1005550011.0,,,,-73.99046013580282,40.73078395090784,"(40.730783950907835, -73.99046013580282)",2019,5
4068,2063261-2-DCA,Business,12/31/2024,Active,12/13/2017,Tobacco Retail Dealer,"J & C GROCERY & DELI OF NY, INC.",,566,E 188TH ST,,BRONX,NY,10458,718-975-0036,Bronx,2.0,206.0,15.0,2011718.0,2030560015.0,BX06,387.0,,-73.88787827574002,40.856959952667225,"(40.856959952667225, -73.88787827574002)",2017,7
4069,2029290-2-DCA,Business,12/31/2024,Active,10/07/2015,Tobacco Retail Dealer,GREEN MOUNTAIN GROCERY & DELI LLC,169 GOURMET DELI,169,E 205TH ST,,BRONX,NY,10458,347-577-6089,Bronx,2.0,207.0,11.0,2017392.0,2033120068.0,BX05,413.0,,-73.88535234843717,40.875292057286885,"(40.875292057286885, -73.88535234843717)",2015,9
4070,1261516-DCA,Business,12/31/2024,Active,07/13/2007,Tobacco Retail Dealer,"J & J NEWS, INC.",,4520,23RD ST,,LONG IS CITY,NY,11101,212-888-3240,Queens,4.0,402.0,26.0,4000598.0,4000770027.0,QN31,7.0,,-73.94547212840196,40.74644122848075,"(40.74644122848075, -73.94547212840196)",2007,17
4071,2098592-2-DCA,Business,12/31/2024,Active,05/05/2021,Tobacco Retail Dealer,MARLY 2 GROCERY CORP,,4238,WHITE PLAINS RD,,BRONX,NY,10466,3473277652,Bronx,2.0,212.0,11.0,2068207.0,2049980061.0,,,,-73.85672302460964,40.89455798406068,"(40.894557984060675, -73.85672302460964)",2021,3
4072,2022484-2-DCA,Business,12/31/2024,Active,05/11/2015,Tobacco Retail Dealer,LA BAMBA DELI GROCERY CORP,,357,KEAP ST,,BROOKLYN,NY,11211,7183847521,Brooklyn,3.0,301.0,34.0,3063337.0,3024360017.0,BK73,527.0,,-73.95442606279714,40.70938267243409,"(40.70938267243409, -73.95442606279714)",2015,9
4073,2048367-2-DCA,Business,12/31/2024,Active,02/14/2017,Tobacco Retail Dealer,R P J DELI & GROCERY II INC,,9851,212TH ST,,QUEENS VILLAGE,NY,11429,347-336-7585,Queens,4.0,413.0,27.0,4238767.0,4110830001.0,QN34,540.0,,-73.74685022288129,40.71470444211072,"(40.71470444211072, -73.74685022288129)",2017,7
4074,1458858-DCA,Business,12/31/2024,Active,03/01/2013,Tobacco Retail Dealer,FOREST SUPERETTE INC.,,350,FOREST AVE,,STATEN ISLAND,NY,10301,718-273-6928,Staten Island,5.0,501.0,49.0,5006847.0,5002510004.0,SI35,59.0,,-74.10091973139677,40.63114872936054,"(40.63114872936054, -74.10091973139677)",2013,11
4075,2107842-1-DCA,Business,12/31/2023,Active,08/01/2022,Tobacco Retail Dealer,8TH AVE FOOD CONVENIENCE CORP,,2657,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10030,646-642-2547,Manhattan,1.0,110.0,9.0,1060752.0,1020430018.0,,,,-73.94346384293392,40.82074021933976,"(40.82074021933976, -73.94346384293392)",2022,2
4076,2053151-2-DCA,Business,12/31/2024,Active,05/17/2017,Tobacco Retail Dealer,SADEQ GOURMET DELI LLC,,2664,GRAND CONCOURSE,,BRONX,NY,10458,917-825-8341,Bronx,2.0,207.0,15.0,2017132.0,2033040010.0,BX05,40302.0,,-73.89411351479727,40.86640486876999,"(40.86640486876999, -73.89411351479727)",2017,7
4077,2093446-2-DCA,Business,12/31/2024,Active,01/08/2020,Tobacco Retail Dealer,245 EMPIRE GROCERY & DELI CORP,,245,9TH AVE,,NEW YORK,NY,10001,212-675-7616,Manhattan,1.0,104.0,3.0,1012804.0,1007220043.0,,,,-74.00051248231544,40.747628887179,"(40.747628887179, -74.00051248231544)",2020,4
4078,1064610-DCA,Business,12/31/2024,Active,10/23/2000,Tobacco Retail Dealer,"GALABYA, RAJ K",RAJ NEWSTAND,N/W/C,MAIDEN LANE,WILLIAM STREET,NEW YORK,NY,10005,718-845-2919,Manhattan,1.0,101.0,1.0,,,,,,-74.00800367479317,40.70797786256731,"(40.70797786256731, -74.00800367479317)",2000,24
4079,2109993-1-DCA,Business,12/31/2023,Active,11/28/2022,Tobacco Retail Dealer,ASTORIA CONVENIENCE RA CORP,,2702,23RD AVE,,ASTORIA,NY,11105,9299445595,Queens,4.0,401.0,22.0,4437022.0,4008530037.0,,,,-73.91513004112144,40.77594808365544,"(40.775948083655436, -73.91513004112144)",2022,2
4080,1156162-DCA,Business,12/31/2024,Active,11/18/2003,Tobacco Retail Dealer,"ZAVERI, RITA",TULSI NEWS,S/E/C,BROADWAY,EXCHANGE PLACE,NEW YORK,NY,10004,516-627-5692,Manhattan,1.0,101.0,1.0,,,,,,-74.01250844527229,40.70676702039752,"(40.706767020397514, -74.01250844527229)",2003,21
4081,1457760-DCA,Business,12/31/2024,Active,02/20/2013,Tobacco Retail Dealer,"M&E ENERGY, CORP.",,3620,QUEENS BLVD,,LONG IS CITY,NY,11101,718-729-3800,Queens,4.0,402.0,26.0,4003188.0,4002250024.0,QN31,179.0,,-73.9286277563101,40.74430758546423,"(40.74430758546423, -73.9286277563101)",2013,11
4082,1249112-DCA,Business,12/31/2024,Active,02/28/2007,Tobacco Retail Dealer,AM & PM GROCERY INC.,,6223,FORT HAMILTON PKWY,,BROOKLYN,NY,11219,718-491-1513,Brooklyn,3.0,310.0,38.0,3141447.0,3057290047.0,BK30,212.0,,-74.00723437194316,40.631955843282284,"(40.631955843282284, -74.00723437194316)",2007,17
4083,1469216-DCA,Business,12/31/2024,Active,07/17/2013,Tobacco Retail Dealer,"KAMLESH, INC.",,2,BROADWAY,,NEW YORK,NY,10004,718-472-9249,Manhattan,1.0,101.0,1.0,1000029.0,1000110001.0,MN25,9.0,,-74.01318600313928,40.70411824710046,"(40.70411824710046, -74.01318600313928)",2013,11
4084,2050347-2-DCA,Business,12/31/2024,Active,03/30/2017,Tobacco Retail Dealer,"PATEL, BALVANT",,S/E/C,WHITEHALL STREET,WATER STREET,NEW YORK,NY,10004,2019200763,Manhattan,1.0,101.0,1.0,,,,,,-74.01282500668809,40.70240829916674,"(40.70240829916674, -74.01282500668809)",2017,7
4085,2058747-2-DCA,Business,12/31/2024,Active,09/27/2017,Tobacco Retail Dealer,GUN HILL 99 CENTS PLUS INC,,349,E GUN HILL RD,,BRONX,NY,10467,347-854-4670,Bronx,2.0,207.0,11.0,2018648.0,2033560164.0,BX43,431.0,,-73.87279104382824,40.87878386865527,"(40.87878386865527, -73.87279104382824)",2017,7
4086,1335368-DCA,Business,12/31/2024,Active,10/06/2009,Tobacco Retail Dealer,"HARDING DELI & GROCERY, INC.",,3009,HARDING AVE,,BRONX,NY,10465,7184306787,Bronx,2.0,210.0,13.0,2078591.0,2055000029.0,BX52,118.0,,-73.81181786646735,40.81659596926535,"(40.81659596926535, -73.81181786646735)",2009,15
4087,2056747-2-DCA,Business,12/31/2024,Active,08/08/2017,Tobacco Retail Dealer,GEN2 ENTERPRISES INC,7 Eleven Store #39875A,589,8TH AVE,,NEW YORK,NY,10018,5103647332,Manhattan,1.0,104.0,3.0,1013646.0,1007620042.0,MN15,115.0,,-73.99131930127055,40.75515465786828,"(40.75515465786828, -73.99131930127055)",2017,7
4088,2058083-2-DCA,Business,12/31/2024,Active,09/12/2017,Tobacco Retail Dealer,G DELI MARKET CORP,,551,E 178TH ST,,BRONX,NY,10457,347-577-6097,Bronx,2.0,206.0,15.0,2011842.0,2030610036.0,BX17,37504.0,,-73.89459898591058,40.847527247698046,"(40.847527247698046, -73.89459898591058)",2017,7
4089,2050880-2-DCA,Business,12/31/2024,Active,04/07/2017,Tobacco Retail Dealer,JOHN BAGEL & GROCERY INC,,1174,HYLAN BLVD,,STATEN ISLAND,NY,10305,718-556-3625,Staten Island,5.0,502.0,50.0,5093260.0,5032350023.0,SI14,64.0,,-74.08195447451448,40.59849526798771,"(40.59849526798771, -74.08195447451448)",2017,7
4090,2024562-2-DCA,Business,12/31/2024,Active,06/18/2015,Tobacco Retail Dealer,51ST STREET FOOD MARKET INC,,721,11TH AVE,,NEW YORK,NY,10019,2122452882,Manhattan,1.0,104.0,3.0,1027143.0,1010990029.0,MN15,135.0,,-73.994075888966,40.76665805193937,"(40.76665805193937, -73.994075888966)",2015,9
4091,2102724-2-DCA,Business,12/31/2024,Active,11/19/2021,Tobacco Retail Dealer,SHIV NEWSTAND INC,,1211,AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,2019513303,Manhattan,1.0,105.0,4.0,1022678.0,1010000029.0,,,,-73.98153682640786,40.758392304474256,"(40.758392304474256, -73.98153682640786)",2021,3
4092,2081958-2-DCA,Business,12/31/2024,Active,02/05/2019,Tobacco Retail Dealer,PARATPAR INC,,3202,AMPERE AVE,,BRONX,NY,10465,718-931-1724,Bronx,2.0,210.0,13.0,2075869.0,2054120143.0,BX10,27401.0,,-73.82096154656575,40.84623702211299,"(40.84623702211299, -73.82096154656575)",2019,5
4093,1129202-DCA,Business,12/31/2024,Active,12/23/2002,Tobacco Retail Dealer,"KHVP, INC.",,265,W 37TH ST,,NEW YORK,NY,10018,3479814055,Manhattan,1.0,105.0,3.0,1014453.0,1007870001.0,MN17,109.0,,-73.99095856459773,40.75362855136726,"(40.75362855136726, -73.99095856459773)",2002,22
4094,2102787-2-DCA,Business,12/31/2024,Active,11/23/2021,Tobacco Retail Dealer,SEAVIEW CANDY STORE CORP,,2919,SURF AVE,,BROOKLYN,NY,11224,3474206912,Brooklyn,3.0,313.0,47.0,3189523.0,3070510054.0,,,,-73.99519815057138,40.57285775480448,"(40.572857754804474, -73.99519815057138)",2021,3
4095,2090231-2-DCA,Business,12/31/2024,Active,09/05/2019,Tobacco Retail Dealer,FRESH DELI AND GROCERY 1 CORP,,6274,FRESH POND RD,,RIDGEWOOD,NY,11385,646-321-5111,Queens,4.0,405.0,30.0,4084579.0,4035210049.0,QN20,593.0,,-73.90040384158985,40.71231020925489,"(40.71231020925489, -73.90040384158985)",2019,5
4096,2064753-2-DCA,Business,12/31/2024,Active,01/10/2018,Tobacco Retail Dealer,SMOKE N VAPE CORP,,1380,1ST AVE,,NEW YORK,NY,10021,3473200274,Manhattan,1.0,108.0,5.0,1045889.0,1014680047.0,MN31,124.0,,-73.95519402293002,40.76888920041487,"(40.76888920041487, -73.95519402293002)",2018,6
4097,2089679-2-DCA,Business,12/31/2024,Active,08/16/2019,Tobacco Retail Dealer,ASTORIA TOWN DELI GROCERY CORP,ASTORIA TOWN DELI GROCERY,2420,DITMARS BLVD,,ASTORIA,NY,11105,718-204-8098,Queens,4.0,401.0,22.0,4018937.0,4008670035.0,QN72,101.0,,-73.91493463859986,40.77911262227158,"(40.77911262227158, -73.91493463859986)",2019,5
4098,2087655-2-DCA,Business,12/31/2024,Active,06/26/2019,Tobacco Retail Dealer,MT DELI GROCERY INC,,245,HOWARD AVE,,BROOKLYN,NY,11233,3475531068,Brooklyn,3.0,303.0,41.0,3041452.0,3015250001.0,BK35,379.0,,-73.91931239654842,40.679505813718,"(40.679505813718, -73.91931239654842)",2019,5
4099,2059381-2-DCA,Business,12/31/2024,Active,10/16/2017,Tobacco Retail Dealer,MILLENNIUM CONVENIENCE & GROCERY INC,MILLENNIUM CONVENIENCE & GROCERY INC,1737,YORK AVE,,NEW YORK,NY,10128,917-265-8782,Manhattan,1.0,108.0,5.0,1050734.0,1015700024.0,MN32,152.0,,-73.94506653746625,40.77876038639597,"(40.77876038639597, -73.94506653746625)",2017,7
4100,1185799-DCA,Business,12/31/2023,Active,12/03/2004,Tobacco Retail Dealer,THE LATIN BROTHERS FOOD CORP.,,1141,FULTON ST,,BROOKLYN,NY,11238,9292342515,Brooklyn,3.0,303.0,35.0,3057390.0,3019970045.0,BK69,227.0,,-73.95615066518215,40.68124397782475,"(40.68124397782475, -73.95615066518215)",2004,20
4101,2057276-2-DCA,Business,12/31/2024,Active,08/21/2017,Tobacco Retail Dealer,ADAM'S DELI ON THE CORNER II CORP,,121,AVENUE S,,BROOKLYN,NY,11223,718-758-5324,Brooklyn,3.0,311.0,47.0,3177971.0,3066720050.0,BK29,408.0,,-73.98109784394138,40.60085326897542,"(40.60085326897542, -73.98109784394138)",2017,7
4102,2094084-2-DCA,Business,12/31/2024,Active,01/30/2020,Tobacco Retail Dealer,H & M DELI GROCERY 1 CORP,,1199,HALSEY ST,,BROOKLYN,NY,11207,3479936053,Brooklyn,3.0,304.0,37.0,3078634.0,3034040043.0,,,,-73.90984695541556,40.69121622196148,"(40.69121622196148, -73.90984695541556)",2020,4
4103,1474058-DCA,Business,12/31/2024,Active,09/25/2013,Tobacco Retail Dealer,LUCKY LOTTO 1 DELI INC,,1450,NOSTRAND AVE,,BROOKLYN,NY,11226,718-856-3639,Brooklyn,3.0,317.0,40.0,3116984.0,3050910054.0,BK60,820.0,,-73.94960081942061,40.65098560520817,"(40.65098560520817, -73.94960081942061)",2013,11
4104,1305154-DCA,Business,12/31/2024,Active,12/01/2008,Tobacco Retail Dealer,M A R K T INC.,,4113,AVENUE U,,BROOKLYN,NY,11234,718-252-5200,Brooklyn,3.0,318.0,46.0,3241899.0,3085410001.0,BK45,662.0,,-73.92391040363401,40.60894325491123,"(40.60894325491123, -73.92391040363401)",2008,16
4105,2085629-2-DCA,Business,12/31/2024,Active,05/08/2019,Tobacco Retail Dealer,SOHO GROCERY GRILL CORP.,,37,JAMES ST,,NEW YORK,NY,10038,6463604449,Manhattan,1.0,103.0,1.0,1001391.0,1001160047.0,MN27,27.0,,-73.9987194793771,40.71198274257723,"(40.71198274257723, -73.9987194793771)",2019,5
4106,2110067-1-DCA,Business,12/31/2023,Active,12/02/2022,Tobacco Retail Dealer,GOLDEN LION FOOD CORP,,13520,JAMAICA AVE,,RICHMOND HILL,NY,11418,7184413283,Queens,4.0,409.0,29.0,4196420.0,4093420024.0,,,,-73.81730842305254,40.70241498983596,"(40.70241498983596, -73.81730842305254)",2022,2
4107,2102830-2-DCA,Business,12/31/2024,Active,11/29/2021,Tobacco Retail Dealer,RUSHIL DELI & GROCERY INC,,260,NASSAU AVE,,BROOKLYN,NY,11222,3478225861,Brooklyn,3.0,301.0,33.0,3067188.0,3026890010.0,,,,-73.9408780516265,40.7259521207001,"(40.7259521207001, -73.9408780516265)",2021,3
4108,2089742-2-DCA,Business,12/31/2024,Active,08/20/2019,Tobacco Retail Dealer,SWEETY GROCERY CORP,,8618,37TH AVE,,JACKSON HEIGHTS,NY,11372,917-519-6539,Queens,4.0,403.0,21.0,4036257.0,4014740001.0,QN28,279.0,,-73.88033440864761,40.75015777016606,"(40.75015777016606, -73.88033440864761)",2019,5
4109,2059588-2-DCA,Business,12/31/2024,Active,10/19/2017,Tobacco Retail Dealer,JACK'S COMPUTER SERVICE CENTER INC.,,200,W 14TH ST,,NEW YORK,NY,10011,2122423837,Manhattan,1.0,102.0,3.0,1011111.0,1006180032.0,MN23,77.0,,-74.00011186499094,40.73872491814651,"(40.73872491814651, -74.00011186499094)",2017,7
4110,1467550-DCA,Business,12/31/2024,Active,06/17/2013,Tobacco Retail Dealer,ESAYI CORPORATION,PIZZA & DELI,2461,A C POWELL BLVD,,NEW YORK,NY,10030,212-368-3736,Manhattan,1.0,110.0,9.0,1060128.0,1020120001.0,,,,-73.93995230193349,40.82041731208568,"(40.82041731208568, -73.93995230193349)",2013,11
4111,2052326-2-DCA,Business,12/31/2024,Active,05/03/2017,Tobacco Retail Dealer,CAPPY'S 556 CORP.,,556,W 235TH ST,,BRONX,NY,10463,718-540-4535,Bronx,2.0,208.0,11.0,2084091.0,2057860204.0,BX29,295.0,,-73.90976778446459,40.88561180933272,"(40.88561180933272, -73.90976778446459)",2017,7
4112,1055254-DCA,Business,12/31/2024,Active,03/08/2007,Tobacco Retail Dealer,"KIM, YEON SUNG",7-ELEVEN STORE #32122,6501,NEW UTRECHT AVE,,BROOKLYN,NY,11219,3477333760,Brooklyn,3.0,311.0,38.0,3142358.0,3057550065.0,BK28,250.0,,-73.99773413995551,40.62355150281351,"(40.623551502813505, -73.99773413995551)",2007,17
4113,2022860-2-DCA,Business,12/31/2024,Active,05/15/2015,Tobacco Retail Dealer,ELIAN GROCERY CORP,,2689,PITKIN AVE,,BROOKLYN,NY,11208,347-663-7190,Brooklyn,3.0,305.0,42.0,3094678.0,3042120037.0,BK82,1196.0,,-73.87289081569378,40.67527262147232,"(40.67527262147232, -73.87289081569378)",2015,9
4114,2088039-2-DCA,Business,12/31/2024,Active,07/09/2019,Tobacco Retail Dealer,LA JARABACOA DELI & GROCERY CORP,,1125,IRVING AVE,,RIDGEWOOD,NY,11385,718-456-1455,Queens,4.0,405.0,30.0,4091043.0,4037250046.0,QN20,559.0,,-73.9026729890324,40.692363182178745,"(40.692363182178745, -73.9026729890324)",2019,5
4115,2095963-2-DCA,Business,12/31/2024,Active,07/15/2020,Tobacco Retail Dealer,QUEENS CONVENIENCE STORE INC,,8064,LEFFERTS BLVD,,KEW GARDENS,NY,11415,347-837-8209,Queens,4.0,409.0,29.0,4079723.0,4033370083.0,,,,-73.82977323950388,40.70930425722831,"(40.70930425722831, -73.82977323950388)",2020,4
4116,2103890-2-DCA,Business,12/31/2024,Active,02/10/2022,Tobacco Retail Dealer,GOURMET MARKET & BAGEL INC,,5993,BROADWAY,,BRONX,NY,10471,6462867859,Bronx,2.0,208.0,11.0,2084207.0,2058011030.0,,,,-73.8980072985442,40.89003468636432,"(40.890034686364324, -73.8980072985442)",2022,2
